split_id,query_id,budget,candidate_universe,candidate_count,n_positives,hit,positive_recall,best_positive_rank,reciprocal_rank,top1_is_uniprot,uniprot_above_best_positive
p0_r3,MARTS_RXN_380c83705f05e5c5,10,canonical,1421,1,1,1.0,2,0.5,False,0
p0_r3,MARTS_RXN_380c83705f05e5c5,10,expanded,7093,1,1,1.0,7,0.14285714285714285,False,5
p0_r3,MARTS_RXN_605fa04e84674359,10,canonical,1421,1,0,0.0,1221,0.000819000819000819,False,0
p0_r3,MARTS_RXN_605fa04e84674359,10,expanded,7093,1,0,0.0,5885,0.0001699235344095157,False,4664
p0_r3,MARTS_RXN_86ad65662f492c15,10,canonical,1421,1,0,0.0,379,0.002638522427440633,False,0
p0_r3,MARTS_RXN_86ad65662f492c15,10,expanded,7093,1,0,0.0,1571,0.0006365372374283895,False,1192
p0_r3,MARTS_RXN_8c6cae136e8be45f,10,canonical,1421,1,0,0.0,1070,0.0009345794392523365,False,0
p0_r3,MARTS_RXN_8c6cae136e8be45f,10,expanded,7093,1,0,0.0,5070,0.0001972386587771203,False,4000
p0_r3,MARTS_RXN_9799d98e2a755a35,10,canonical,1421,1,0,0.0,1241,0.0008058017727639,False,0
p0_r3,MARTS_RXN_9799d98e2a755a35,10,expanded,7093,1,0,0.0,6434,0.00015542430836182778,False,5193
p0_r3,MARTS_RXN_035143e0b4ac708f,20,canonical,1421,1,0,0.0,415,0.0024096385542168677,False,0
p0_r3,MARTS_RXN_035143e0b4ac708f,20,expanded,7093,1,0,0.0,3089,0.0003237293622531564,False,2674
p0_r3,MARTS_RXN_0b0f5e083f773cac,20,canonical,1421,1,0,0.0,596,0.0016778523489932886,False,0
p0_r3,MARTS_RXN_0b0f5e083f773cac,20,expanded,7093,1,0,0.0,2604,0.00038402457757296467,True,2008
p0_r3,MARTS_RXN_29704a84d49c8b3b,20,canonical,1421,1,1,1.0,9,0.1111111111111111,False,0
p0_r3,MARTS_RXN_29704a84d49c8b3b,20,expanded,7093,1,1,1.0,10,0.1,False,1
p0_r3,MARTS_RXN_380c83705f05e5c5,20,canonical,1421,1,1,1.0,2,0.5,False,0
p0_r3,MARTS_RXN_380c83705f05e5c5,20,expanded,7093,1,1,1.0,6,0.16666666666666666,True,4
p0_r3,MARTS_RXN_605fa04e84674359,20,canonical,1421,1,0,0.0,1201,0.0008326394671107411,False,0
p0_r3,MARTS_RXN_605fa04e84674359,20,expanded,7093,1,0,0.0,5640,0.0001773049645390071,False,4439
